MonsterName,MonsterImage,MonsterAI,MonsterEffect,MonsterLevel,MonsterLight,MonsterAttackSpeed,MonsterMoveSpeed,MonsterViewRange,MonsterCoolEye,MonsterExperience,MonsterCanPush,MonsterAutoRev,MonsterUndead,MonsterCanTame,MonsterDropPath,StatMinAC,StatMaxAC,StatMinMAC,StatMaxMAC,StatMinDC,StatMaxDC,StatMinMC,StatMaxMC,StatMinSC,StatMaxSC,StatAccuracy,StatAgility,StatHP,StatMP,StatAttackSpeed,StatLuck,StatBagWeight,StatHandWeight,StatWearWeight,StatReflect,StatStrong,StatHoly,StatFreezing,StatPoisonAttack,StatMagicResist,StatPoisonResist,StatHealthRecovery,StatSpellRecovery,StatPoisonRecovery,StatCriticalRate,StatCriticalDamage,StatMaxACRatePercent,StatMaxMACRatePercent,StatMaxDCRatePercent,StatMaxMCRatePercent,StatMaxSCRatePercent,StatAttackSpeedRatePercent,StatHPRatePercent,StatMPRatePercent,StatHPDrainRatePercent,StatExpRatePercent,StatItemDropRatePercent,StatGoldDropRatePercent,StatMineRatePercent,StatGemRatePercent,StatFishRatePercent,StatCraftRatePercent,StatSkillGainMultiplier,StatAttackBonus,StatLoverExpRatePercent,StatMentorDamageRatePercent,StatMentorExpRatePercent,StatDamageReductionPercent,StatEnergyShieldPercent,StatEnergyShieldHPGain,StatManaPenaltyPercent,StatTeleportManaPenaltyPercent,StatHero
古老的祖玛射手（Ancient_ZumaArcher,ZumaArcher,8,0,40,0,1500,800,7,0,6100,TRUE,TRUE,TRUE,FALSE,AncientCaves\ZumaTemple\Ancient_ZumaArcher,20,20,0,0,52,80,0,0,0,0,15,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的祖玛弓箭手0,ZumaArcher,8,0,40,0,1500,800,7,0,6100,TRUE,TRUE,TRUE,FALSE,AncientCaves\ZumaTemple\Ancient_ZumaArcher0,20,20,0,0,52,80,0,0,0,0,15,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的祖玛神像,ZumaStatue,15,0,50,0,1500,700,7,0,6200,TRUE,TRUE,TRUE,FALSE,AncientCaves\ZumaTemple\Ancient_ZumaStatue,20,20,0,0,50,80,0,0,0,0,15,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的祖玛神像0,ZumaStatue,15,0,50,0,1500,700,7,0,6200,TRUE,TRUE,TRUE,FALSE,AncientCaves\ZumaTemple\Ancient_ZumaStatue0,20,20,0,0,50,80,0,0,0,0,15,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的祖玛守护者,ZumaGuardian,15,0,50,0,1500,600,7,0,6300,TRUE,TRUE,TRUE,FALSE,AncientCaves\ZumaTemple\Ancient_ZumaGuardian,20,20,0,0,56,80,0,0,0,0,15,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的祖玛守护者0,ZumaGuardian,15,0,50,0,1500,600,7,0,6300,TRUE,TRUE,TRUE,FALSE,AncientCaves\ZumaTemple\Ancient_ZumaGuardian0,20,20,0,0,56,80,0,0,0,0,15,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代_红雷祖玛,RedThunderZuma,16,0,54,0,800,800,7,0,30000,TRUE,TRUE,FALSE,FALSE,AncientCaves\ZumaTemple\Ancient_RedThunderZuma,20,20,0,0,55,110,0,0,0,0,15,16,32767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
红狐人,RedFoxman,45,0,55,0,1800,800,7,0,5000,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Fox\RedFoxMan,5,5,15,15,40,75,30,30,0,0,16,16,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黑狐人,BlackFoxman,44,0,55,0,2200,1200,7,0,5000,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Fox\BlackFoxMan,20,20,5,5,10,65,0,0,0,0,5,8,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
白狐人,WhiteFoxman,46,0,55,0,2200,1500,7,0,5200,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Fox\WhiteFoxMan,10,10,25,25,25,55,0,0,0,0,16,16,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
陷阱摇滚,TrapRock,47,0,52,0,1500,900,7,0,1500,FALSE,TRUE,TRUE,FALSE,MongchonProvince\Fox\TrapRock,15,15,5,5,16,39,0,0,0,0,17,17,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
陷阱岩1,TrapRock,47,0,52,0,1500,900,7,0,1500,FALSE,TRUE,TRUE,FALSE,MongchonProvince\Fox\TrapRock1,15,15,5,5,16,39,0,0,0,0,17,17,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
守护者岩石,GuardianRock,48,0,52,0,1500,5000,7,0,4000,FALSE,TRUE,TRUE,FALSE,MongchonProvince\Fox\GuardianRock,10,10,15,15,22,55,0,0,0,0,17,15,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
电元素,ThunderElement,49,0,37,0,1500,1050,7,0,2000,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Fox\ElectricElement,100,100,100,100,20,32,0,0,0,0,13,13,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
云元素,CloudElement,49,0,39,0,1500,1050,7,0,4000,TRUE,TRUE,TRUE,FALSE,MongchonProvince\Fox\CloudElement,100,100,100,100,25,80,0,0,0,0,18,16,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
对冲基金（HedgeKekTal,HedgeKekTal,51,0,38,0,1800,1600,7,0,2400,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\InsectCave\HedgeKekTal,13,13,18,18,20,52,0,0,0,0,16,18,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大树篱笆塔（BigHedgeKekTal,BigHedgeKekTal,51,0,40,0,1800,1600,7,0,2100,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\InsectCave\BigHedgeKekTal,15,15,19,19,25,57,0,0,0,0,16,18,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
褐蛙蜘蛛,BrownFrogSpider,0,0,43,0,1200,600,7,0,2230,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\InsectCave\BrownFrogSpider,13,13,18,18,33,51,0,0,0,0,16,16,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
红蛙蜘蛛,RedFrogSpider,0,0,35,0,900,700,7,0,1950,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\InsectCave\RedFrogSpider,15,15,17,17,29,45,0,0,0,0,16,16,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大狐狸精,GreatFoxSpirit,50,0,60,10,2500,2500,7,0,30000,FALSE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\GreatFoxSpirit,20,20,20,20,50,90,50,90,0,0,16,16,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蜘蛛蛙,SpiderFrog,0,0,27,0,2500,900,7,0,220,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\SpiderFrog,2,2,2,2,13,19,0,0,0,0,13,15,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蜘蛛蛙0,SpiderFrog,0,0,27,0,2500,900,7,0,220,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\SpiderFrog0,2,2,2,2,13,19,0,0,0,0,13,15,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
喇叭口,HoroBlaster,0,0,27,0,2500,1200,7,0,230,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\HoroBlaster,3,3,2,2,13,20,0,0,0,0,13,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoroBlaster0,HoroBlaster,0,0,27,0,2500,1200,7,0,230,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\HoroBlaster0,3,3,2,2,13,20,0,0,0,0,13,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蓝色的霍罗布拉斯特,BlueHoroBlaster,0,0,26,0,2500,1200,7,0,220,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\BlueHoroBlaster,2,2,3,3,12,18,0,0,0,0,13,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蓝色的HoroBlaster0,BlueHoroBlaster,0,0,26,0,2500,1200,7,0,220,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\BlueHoroBlaster0,2,2,3,3,12,18,0,0,0,0,13,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梦之城_梦之城娱乐_梦之城国际娱乐_梦之城国际娱乐平台,KekTal,0,0,28,0,1800,1200,7,0,230,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\KekTal,4,4,2,2,14,20,0,0,0,0,13,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KekTal0,KekTal,0,0,28,0,1800,1200,7,0,230,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\KekTal0,4,4,2,2,14,20,0,0,0,0,13,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
紫罗兰-凯克塔尔（VioletKekTal,VioletKekTal,0,0,28,0,1600,900,7,0,230,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\VioletKekTal,2,2,4,4,14,20,0,0,0,0,13,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
紫罗兰-凯克塔尔0,VioletKekTal,0,0,28,0,1600,900,7,0,230,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\InsectCave\VioletKekTal0,2,2,4,4,14,20,0,0,0,0,13,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
卡扎德,Khazard,27,0,50,10,1800,800,7,0,3300,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\InsectCave\Khazard,15,15,10,10,20,50,0,0,0,0,15,16,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黑暗,Dark,8,0,26,0,2500,900,8,0,240,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\WoomaTemple\Dark,3,3,2,2,9,16,0,0,0,0,15,15,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黑暗0,Dark,8,0,26,0,2500,900,8,0,240,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\WoomaTemple\Dark0,3,3,2,2,9,16,0,0,0,0,15,15,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
粪便,Dung,7,0,26,0,2500,1800,7,0,215,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\WoomaTemple\Dung,3,3,2,2,9,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dung0,Dung,7,0,26,0,2500,1800,7,0,215,TRUE,TRUE,FALSE,TRUE,WoomyonWoods\WoomaTemple\Dung0,3,3,2,2,9,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
沃玛士兵,WoomaSoldier,0,0,30,0,2000,1000,7,0,310,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\WoomaSoldier,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
沃玛士兵0,WoomaSoldier,0,0,30,0,2000,1000,7,0,310,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\WoomaSoldier0,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
斗士（WoomaFighter,WoomaFighter,0,0,30,0,2000,1000,7,0,340,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\WoomaFighter,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
斗士0,WoomaFighter,0,0,30,0,2000,1000,7,0,340,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\WoomaFighter0,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
勇士,WoomaWarrior,0,0,30,0,2000,1000,7,0,340,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\WoomaWarrior,3,3,2,2,15,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巫婆战士0,WoomaWarrior,0,0,30,0,2000,1000,7,0,340,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\WoomaWarrior0,3,3,2,2,15,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
火焰沃玛,FlamingWooma,10,0,31,0,1700,800,7,0,350,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\FlamingWooma,0,0,0,0,14,26,0,0,0,0,20,20,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
火焰沃玛0,FlamingWooma,10,0,31,0,1700,800,7,0,350,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\FlamingWooma0,0,0,0,0,14,26,0,0,0,0,20,20,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
火焰沃玛2,FlamingWooma,10,0,50,0,1700,800,7,0,385,TRUE,TRUE,TRUE,FALSE,WoomyonWoods\WoomaTemple\FlamingWooma2,0,0,0,0,14,26,0,0,0,0,20,20,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
守护者（WoomaGuardian,WoomaGuardian,0,0,50,5,1500,800,7,0,2400,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\WoomaTemple\WoomaGuardian,8,8,8,8,22,42,0,0,0,0,17,20,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
守护者1,WoomaGuardian,0,0,50,0,2500,600,7,0,1000,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\WoomaTemple\WoomaGuardian1,20,20,20,20,0,50,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
守护者2,WoomaGuardian,0,0,50,0,1000,500,7,0,10,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\WoomaTemple\WoomaGuardian2,50,50,50,50,10,25,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巫婆教主,WoomaTaurus,11,0,60,10,2500,1800,14,0,6000,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\WoomaTemple\WoomaTaurus,25,25,40,40,35,90,0,0,0,0,20,30,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
沃玛教主1,WoomaTaurus,11,0,60,0,2500,1500,7,0,1000,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\WoomaTemple\WoomaTaurus1,0,0,0,0,0,20,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
沃玛教主9,WoomaTaurus,11,0,60,10,1500,800,14,0,6000,TRUE,TRUE,FALSE,FALSE,WoomyonWoods\WoomaTemple\WoomaTaurus9,25,25,25,2,35,70,0,0,0,0,20,30,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的沃玛战士,WoomaSoldier,0,0,53,0,1800,1000,7,0,5200,TRUE,TRUE,TRUE,FALSE,AncientCaves\WoomaTemple\Ancient_WoomaSoldier,3,3,3,3,45,68,0,0,0,0,13,15,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代沃玛勇士,WoomaFighter,0,0,53,0,1800,1000,7,0,5400,TRUE,TRUE,TRUE,FALSE,AncientCaves\WoomaTemple\Ancient_WoomaFighter,3,3,3,3,53,72,0,0,0,0,13,15,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代沃玛战士,WoomaWarrior,0,0,53,0,1800,1000,7,0,5300,TRUE,TRUE,TRUE,FALSE,AncientCaves\WoomaTemple\Ancient_WoomaWarrior,3,3,3,3,46,70,0,0,0,0,13,15,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的火焰乌玛,FlamingWooma,10,0,54,0,1500,800,7,0,5500,TRUE,TRUE,TRUE,FALSE,AncientCaves\WoomaTemple\Ancient_FlamingWooma,0,0,0,0,50,74,0,0,0,0,20,20,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古老的守护者,WoomaGuardian,0,0,87,0,1400,800,14,0,5600,TRUE,TRUE,FALSE,FALSE,AncientCaves\WoomaTemple\Ancient_WoomaGuardian,8,8,8,8,56,78,0,0,0,0,17,20,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代的教主,WoomaTaurus,11,0,105,0,1500,800,14,0,30000,TRUE,TRUE,FALSE,FALSE,AncientCaves\WoomaTemple\Ancient_WoomaTaurus,35,35,35,35,50,100,0,0,0,0,30,20,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
邪恶的通斯20,EvilTongs,0,0,50,0,2100,1200,8,0,2900,TRUE,TRUE,TRUE,FALSE,Castle-Gi\BDD\EvilTongs20,12,15,12,15,20,30,0,0,0,0,17,17,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
邪恶的通斯21,EvilTongs,0,0,50,0,900,1300,8,0,2900,TRUE,TRUE,TRUE,FALSE,Castle-Gi\BDD\EvilTongs21,15,15,25,30,20,34,0,0,0,0,15,15,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
邪恶的蛇20,EvilSnake,0,0,50,0,2100,1800,8,0,2900,TRUE,TRUE,TRUE,FALSE,Castle-Gi\BDD\EvilSnake20,12,15,12,15,20,30,0,0,0,0,17,17,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
邪恶的蛇21,EvilSnake,0,0,50,0,2500,1800,8,0,2900,TRUE,TRUE,TRUE,FALSE,Castle-Gi\BDD\EvilSnake21,15,15,25,30,20,34,0,0,0,0,15,15,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
食尸鬼20,Ghoul,0,0,50,0,2100,1800,8,0,2900,TRUE,TRUE,FALSE,FALSE,Castle-Gi\BDD\Ghoul20,12,15,12,15,20,30,0,0,0,0,17,17,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
食尸鬼21,Ghoul,0,0,50,0,2100,1800,8,0,2900,TRUE,TRUE,FALSE,FALSE,Castle-Gi\BDD\Ghoul21,12,15,12,15,20,30,0,0,0,0,17,17,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZumaArcher20,ZumaArcher,8,0,47,0,2000,1800,8,0,3100,TRUE,TRUE,FALSE,FALSE,Castle-Gi\BDD\ZumaArcher20,20,20,13,13,25,30,0,0,0,0,19,19,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
祖玛弓箭手21,ZumaArcher,8,0,47,0,1300,1800,8,0,3100,TRUE,TRUE,FALSE,FALSE,Castle-Gi\BDD\ZumaArcher21,0,0,0,0,25,50,0,0,0,0,19,19,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
祖玛神像20,ZumaStatue,15,0,45,0,2500,1800,8,0,3400,TRUE,TRUE,FALSE,FALSE,Castle-Gi\BDD\ZumaStatue20,10,10,12,12,30,40,0,0,0,0,19,19,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
祖玛神像21,ZumaStatue,15,0,45,0,2500,1800,8,0,3400,TRUE,TRUE,FALSE,FALSE,Castle-Gi\BDD\ZumaStatue21,10,10,12,12,30,60,0,0,0,0,19,19,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
祖马守护者20,ZumaGuardian,15,0,47,0,1500,1800,8,0,3600,TRUE,TRUE,FALSE,FALSE,Castle-Gi\BDD\ZumaGuardian20,15,15,15,15,10,50,0,0,0,0,16,22,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
