MonsterName,MonsterImage,MonsterAI,MonsterEffect,MonsterLevel,MonsterLight,MonsterAttackSpeed,MonsterMoveSpeed,MonsterViewRange,MonsterCoolEye,MonsterExperience,MonsterCanPush,MonsterAutoRev,MonsterUndead,MonsterCanTame,MonsterDropPath,StatMinAC,StatMaxAC,StatMinMAC,StatMaxMAC,StatMinDC,StatMaxDC,StatMinMC,StatMaxMC,StatMinSC,StatMaxSC,StatAccuracy,StatAgility,StatHP,StatMP,StatAttackSpeed,StatLuck,StatBagWeight,StatHandWeight,StatWearWeight,StatReflect,StatStrong,StatHoly,StatFreezing,StatPoisonAttack,StatMagicResist,StatPoisonResist,StatHealthRecovery,StatSpellRecovery,StatPoisonRecovery,StatCriticalRate,StatCriticalDamage,StatMaxACRatePercent,StatMaxMACRatePercent,StatMaxDCRatePercent,StatMaxMCRatePercent,StatMaxSCRatePercent,StatAttackSpeedRatePercent,StatHPRatePercent,StatMPRatePercent,StatHPDrainRatePercent,StatExpRatePercent,StatItemDropRatePercent,StatGoldDropRatePercent,StatMineRatePercent,StatGemRatePercent,StatFishRatePercent,StatCraftRatePercent,StatSkillGainMultiplier,StatAttackBonus,StatLoverExpRatePercent,StatMentorDamageRatePercent,StatMentorExpRatePercent,StatDamageReductionPercent,StatEnergyShieldPercent,StatEnergyShieldHPGain,StatManaPenaltyPercent,StatTeleportManaPenaltyPercent,StatHero,
TrapRock1,TrapRock,47,0,52,0,1500,900,7,0,1500,False,True,True,False,MongchonProvince\Fox\TrapRock1,15,15,5,5,16,39,0,0,0,0,17,17,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GuardianRock,GuardianRock,48,0,52,0,1500,5000,7,0,4000,False,True,True,False,MongchonProvince\Fox\GuardianRock,10,10,15,15,22,55,0,0,0,0,17,15,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ElectricElement,ThunderElement,49,0,37,0,1500,1050,7,0,2000,True,True,True,False,MongchonProvince\Fox\ElectricElement,100,100,100,100,20,32,0,0,0,0,13,13,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CloudElement,CloudElement,49,0,39,0,1500,1050,7,0,4000,True,True,True,False,MongchonProvince\Fox\CloudElement,100,100,100,100,25,80,0,0,0,0,18,16,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HedgeKekTal,HedgeKekTal,51,0,38,0,1800,1600,7,0,2400,True,True,False,True,WoomyonWoods\InsectCave\HedgeKekTal,13,13,18,18,20,52,0,0,0,0,16,18,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BigHedgeKekTal,BigHedgeKekTal,51,0,40,0,1800,1600,7,0,2100,True,True,False,True,WoomyonWoods\InsectCave\BigHedgeKekTal,15,15,19,19,25,57,0,0,0,0,16,18,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BrownFrogSpider,BrownFrogSpider,0,0,43,0,1200,600,7,0,2230,True,True,False,True,WoomyonWoods\InsectCave\BrownFrogSpider,13,13,18,18,33,51,0,0,0,0,16,16,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RedFrogSpider,RedFrogSpider,0,0,35,0,900,700,7,0,1950,True,True,False,True,WoomyonWoods\InsectCave\RedFrogSpider,15,15,17,17,29,45,0,0,0,0,16,16,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GreatFoxSpirit,GreatFoxSpirit,50,0,60,10,2500,2500,7,0,30000,False,True,False,False,WoomyonWoods\InsectCave\GreatFoxSpirit,20,20,20,20,50,90,50,90,0,0,16,16,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SpiderFrog,SpiderFrog,0,0,27,0,2500,900,7,0,220,True,True,False,False,WoomyonWoods\InsectCave\SpiderFrog,2,2,2,2,13,19,0,0,0,0,13,15,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SpiderFrog0,SpiderFrog,0,0,27,0,2500,900,7,0,220,True,True,False,False,WoomyonWoods\InsectCave\SpiderFrog0,2,2,2,2,13,19,0,0,0,0,13,15,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HoroBlaster,HoroBlaster,0,0,27,0,2500,1200,7,0,230,True,True,False,False,WoomyonWoods\InsectCave\HoroBlaster,3,3,2,2,13,20,0,0,0,0,13,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HoroBlaster0,HoroBlaster,0,0,27,0,2500,1200,7,0,230,True,True,False,False,WoomyonWoods\InsectCave\HoroBlaster0,3,3,2,2,13,20,0,0,0,0,13,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BlueHoroBlaster,BlueHoroBlaster,0,0,26,0,2500,1200,7,0,220,True,True,False,False,WoomyonWoods\InsectCave\BlueHoroBlaster,2,2,3,3,12,18,0,0,0,0,13,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BlueHoroBlaster0,BlueHoroBlaster,0,0,26,0,2500,1200,7,0,220,True,True,False,False,WoomyonWoods\InsectCave\BlueHoroBlaster0,2,2,3,3,12,18,0,0,0,0,13,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KekTal,KekTal,0,0,28,0,1800,1200,7,0,230,True,True,False,False,WoomyonWoods\InsectCave\KekTal,4,4,2,2,14,20,0,0,0,0,13,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KekTal0,KekTal,0,0,28,0,1800,1200,7,0,230,True,True,False,False,WoomyonWoods\InsectCave\KekTal0,4,4,2,2,14,20,0,0,0,0,13,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
VioletKekTal,VioletKekTal,0,0,28,0,1600,900,7,0,230,True,True,False,False,WoomyonWoods\InsectCave\VioletKekTal,2,2,4,4,14,20,0,0,0,0,13,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
VioletKekTal0,VioletKekTal,0,0,28,0,1600,900,7,0,230,True,True,False,False,WoomyonWoods\InsectCave\VioletKekTal0,2,2,4,4,14,20,0,0,0,0,13,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Khazard,Khazard,27,0,50,10,1800,800,7,0,3300,True,True,False,True,WoomyonWoods\InsectCave\Khazard,15,15,10,10,20,50,0,0,0,0,15,16,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dark,Dark,8,0,26,0,2500,900,8,0,240,True,True,False,True,WoomyonWoods\WoomaTemple\Dark,3,3,2,2,9,16,0,0,0,0,15,15,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dark0,Dark,8,0,26,0,2500,900,8,0,240,True,True,False,True,WoomyonWoods\WoomaTemple\Dark0,3,3,2,2,9,16,0,0,0,0,15,15,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dung,Dung,7,0,26,0,2500,1800,7,0,215,True,True,False,True,WoomyonWoods\WoomaTemple\Dung,3,3,2,2,9,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dung0,Dung,7,0,26,0,2500,1800,7,0,215,True,True,False,True,WoomyonWoods\WoomaTemple\Dung0,3,3,2,2,9,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WoomaSoldier,WoomaSoldier,0,0,30,0,2000,1000,7,0,310,True,True,True,False,WoomyonWoods\WoomaTemple\WoomaSoldier,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WoomaSoldier0,WoomaSoldier,0,0,30,0,2000,1000,7,0,310,True,True,True,False,WoomyonWoods\WoomaTemple\WoomaSoldier0,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WoomaFighter,WoomaFighter,0,0,30,0,2000,1000,7,0,340,True,True,True,False,WoomyonWoods\WoomaTemple\WoomaFighter,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WoomaFighter0,WoomaFighter,0,0,30,0,2000,1000,7,0,340,True,True,True,False,WoomyonWoods\WoomaTemple\WoomaFighter0,3,3,2,2,16,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WoomaWarrior,WoomaWarrior,0,0,30,0,2000,1000,7,0,340,True,True,True,False,WoomyonWoods\WoomaTemple\WoomaWarrior,3,3,2,2,15,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WoomaWarrior0,WoomaWarrior,0,0,30,0,2000,1000,7,0,340,True,True,True,False,WoomyonWoods\WoomaTemple\WoomaWarrior0,3,3,2,2,15,28,0,0,0,0,13,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FlamingWooma,FlamingWooma,10,0,31,0,1700,800,7,0,350,True,True,True,False,WoomyonWoods\WoomaTemple\FlamingWooma,0,0,0,0,14,26,0,0,0,0,20,20,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FlamingWooma0,FlamingWooma,10,0,31,0,1700,800,7,0,350,True,True,True,False,WoomyonWoods\WoomaTemple\FlamingWooma0,0,0,0,0,14,26,0,0,0,0,20,20,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FlamingWooma2,FlamingWooma,10,0,50,0,1700,800,7,0,385,True,True,True,False,WoomyonWoods\WoomaTemple\FlamingWooma2,0,0,0,0,14,26,0,0,0,0,20,20,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WoomaGuardian,WoomaGuardian,0,0,50,5,1500,800,7,0,2400,True,True,False,False,WoomyonWoods\WoomaTemple\WoomaGuardian,8,8,8,8,22,42,0,0,0,0,17,20,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WoomaGuardian1,WoomaGuardian,0,0,50,0,2500,600,7,0,1000,True,True,False,False,WoomyonWoods\WoomaTemple\WoomaGuardian1,20,20,20,20,0,50,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WoomaGuardian2,WoomaGuardian,0,0,50,0,1000,500,7,0,10,True,True,False,False,WoomyonWoods\WoomaTemple\WoomaGuardian2,50,50,50,50,10,25,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WoomaTaurus,WoomaTaurus,11,0,60,10,2500,1800,14,0,6000,True,True,False,False,WoomyonWoods\WoomaTemple\WoomaTaurus,25,25,40,40,35,90,0,0,0,0,20,30,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WoomaTaurus1,WoomaTaurus,11,0,60,0,2500,1500,7,0,1000,True,True,False,False,WoomyonWoods\WoomaTemple\WoomaTaurus1,0,0,0,0,0,20,0,0,0,0,20,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WoomaTaurus9,WoomaTaurus,11,0,60,10,1500,800,14,0,6000,True,True,False,False,WoomyonWoods\WoomaTemple\WoomaTaurus9,25,25,25,2,35,70,0,0,0,0,20,30,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_WoomaSoldier,WoomaSoldier,0,0,53,0,1800,1000,7,0,5200,True,True,True,False,AncientCaves\WoomaTemple\Ancient_WoomaSoldier,3,3,3,3,45,68,0,0,0,0,13,15,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_WoomaFighter,WoomaFighter,0,0,53,0,1800,1000,7,0,5400,True,True,True,False,AncientCaves\WoomaTemple\Ancient_WoomaFighter,3,3,3,3,53,72,0,0,0,0,13,15,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_WoomaWarrior,WoomaWarrior,0,0,53,0,1800,1000,7,0,5300,True,True,True,False,AncientCaves\WoomaTemple\Ancient_WoomaWarrior,3,3,3,3,46,70,0,0,0,0,13,15,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_FlamingWooma,FlamingWooma,10,0,54,0,1500,800,7,0,5500,True,True,True,False,AncientCaves\WoomaTemple\Ancient_FlamingWooma,0,0,0,0,50,74,0,0,0,0,20,20,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_WoomaGuardian,WoomaGuardian,0,0,87,0,1400,800,14,0,5600,True,True,False,False,AncientCaves\WoomaTemple\Ancient_WoomaGuardian,8,8,8,8,56,78,0,0,0,0,17,20,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ancient_WoomaTaurus,WoomaTaurus,11,0,105,0,1500,800,14,0,30000,True,True,False,False,AncientCaves\WoomaTemple\Ancient_WoomaTaurus,35,35,35,35,50,100,0,0,0,0,30,20,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EvilTongs20,EvilTongs,0,0,50,0,2100,1200,8,0,2900,True,True,True,False,Castle-Gi\BDD\EvilTongs20,12,15,12,15,20,30,0,0,0,0,17,17,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EvilTongs21,EvilTongs,0,0,50,0,900,1300,8,0,2900,True,True,True,False,Castle-Gi\BDD\EvilTongs21,15,15,25,30,20,34,0,0,0,0,15,15,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EvilSnake20,EvilSnake,0,0,50,0,2100,1800,8,0,2900,True,True,True,False,Castle-Gi\BDD\EvilSnake20,12,15,12,15,20,30,0,0,0,0,17,17,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EvilSnake21,EvilSnake,0,0,50,0,2500,1800,8,0,2900,True,True,True,False,Castle-Gi\BDD\EvilSnake21,15,15,25,30,20,34,0,0,0,0,15,15,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ghoul20,Ghoul,0,0,50,0,2100,1800,8,0,2900,True,True,False,False,Castle-Gi\BDD\Ghoul20,12,15,12,15,20,30,0,0,0,0,17,17,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ghoul21,Ghoul,0,0,50,0,2100,1800,8,0,2900,True,True,False,False,Castle-Gi\BDD\Ghoul21,12,15,12,15,20,30,0,0,0,0,17,17,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaArcher20,ZumaArcher,8,0,47,0,2000,1800,8,0,3100,True,True,False,False,Castle-Gi\BDD\ZumaArcher20,20,20,13,13,25,30,0,0,0,0,19,19,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaArcher21,ZumaArcher,8,0,47,0,1300,1800,8,0,3100,True,True,False,False,Castle-Gi\BDD\ZumaArcher21,0,0,0,0,25,50,0,0,0,0,19,19,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaStatue20,ZumaStatue,15,0,45,0,2500,1800,8,0,3400,True,True,False,False,Castle-Gi\BDD\ZumaStatue20,10,10,12,12,30,40,0,0,0,0,19,19,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaStatue21,ZumaStatue,15,0,45,0,2500,1800,8,0,3400,True,True,False,False,Castle-Gi\BDD\ZumaStatue21,10,10,12,12,30,60,0,0,0,0,19,19,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaGuardian20,ZumaGuardian,15,0,47,0,1500,1800,8,0,3600,True,True,False,False,Castle-Gi\BDD\ZumaGuardian20,15,15,15,15,10,50,0,0,0,0,16,22,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZumaGuardian21,ZumaGuardian,15,0,47,0,1500,1800,8,0,3600,True,True,False,False,Castle-Gi\BDD\ZumaGuardian21,15,15,15,15,10,70,0,0,0,0,16,22,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WhiteBoar20,WhiteBoar,0,0,50,0,2100,1200,8,0,3100,True,True,False,False,Castle-Gi\BDD\WhiteBoar20,12,15,12,15,20,30,0,0,0,0,17,17,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WhiteBoar21,WhiteBoar,0,0,50,0,1800,1200,8,0,3100,True,True,False,False,Castle-Gi\BDD\WhiteBoar21,15,20,12,15,25,50,0,0,0,0,20,20,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WoomaGuardian5,WoomaGuardian,0,0,50,0,2100,1200,8,0,3000,True,True,False,False,Castle-Gi\BDD\WoomaGuardian5,12,15,12,15,20,30,0,0,0,0,17,17,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WoomaGuardian6,WoomaGuardian,0,0,50,0,1800,1200,8,0,3000,True,True,False,False,Castle-Gi\BDD\WoomaGuardian6,10,22,14,17,25,55,0,0,0,0,20,20,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KingScorpion,KingScorpion,19,0,70,10,1000,630,14,0,12000,True,True,False,False,Castle-Gi\BDD\KingScorpion,30,30,30,30,30,65,30,65,0,0,25,25,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KingHog,KingHog,0,0,60,10,1000,1000,14,0,18000,True,True,False,False,Castle-Gi\BDD\KingHog,30,30,30,30,30,75,0,0,0,0,25,25,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IncarnatedWT,WoomaTaurus,11,0,60,10,1500,800,14,0,12000,True,True,False,False,Castle-Gi\BDD\IncarnatedWT,30,30,30,30,35,75,0,0,0,0,25,35,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IncarnatedZT,ZumaTaurus,22,0,60,10,1000,630,14,0,18000,True,True,False,False,Castle-Gi\BDD\IncarnatedZT,20,20,30,30,30,75,0,0,0,0,20,20,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DarkDevil,DarkDevil,20,0,70,10,1000,630,14,0,30000,True,True,False,False,Castle-Gi\BDD\DarkDevil,35,35,35,35,50,100,0,0,0,0,28,35,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BloodPriest,DigOutZombie,24,0,34,0,2500,1800,7,0,300,True,True,True,False,TaoVillage\MineralMines\BloodPriest,10,10,5,5,15,25,0,0,0,0,15,15,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BloodPriest0,DigOutZombie,24,0,34,0,2500,1800,7,0,300,True,True,True,False,TaoVillage\MineralMines\BloodPriest0,10,10,5,5,15,25,0,0,0,0,15,15,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CursedShaman,ShamanZombie,26,0,31,0,2500,1800,7,0,320,True,True,True,False,TaoVillage\MineralMines\CursedShaman,5,5,3,3,17,21,0,0,0,0,13,13,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CursedShaman0,ShamanZombie,26,0,31,0,2500,1800,7,0,320,True,True,True,False,TaoVillage\MineralMines\CursedShaman0,5,5,3,3,17,21,0,0,0,0,13,13,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CursedPriest,DigOutZombie,24,0,30,0,2500,1800,7,0,430,True,True,True,False,TaoVillage\MineralMines\CursedPriest,7,7,3,3,5,8,0,0,0,0,17,20,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
